icd_code,icd_description,candidate_domain,similarity_score,rank_position,model_name,accepted_as_top1
28749,other secondary thrombocytopenia,Crescimento/Desenvolvimento,0.3102785348892212,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
28749,other secondary thrombocytopenia,Conforto,0.29951056838035583,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
30503,"alcohol abuse, in remission",Enfrentamento/Tolerancia ao Estresse,0.22425998747348785,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
30503,"alcohol abuse, in remission",Eliminacao e Troca,0.16575589776039124,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
30503,"alcohol abuse, in remission",Papeis e Relacionamentos,0.1567617803812027,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
30560,"cocaine abuse, unspecified",Enfrentamento/Tolerancia ao Estresse,0.1977960616350174,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
30560,"cocaine abuse, unspecified",Principios Vitais,0.11187361180782318,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
30560,"cocaine abuse, unspecified",Autopercepcao,0.0953817293047905,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4471,stricture of artery,Atividade/Repouso,0.25428563356399536,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
4471,stricture of artery,Eliminacao e Troca,0.2233094573020935,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
4471,stricture of artery,Percepcao/Cognicao,0.1707661747932434,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
45385,acute venous embolism and thrombosis of subclavian veins,Percepcao/Cognicao,0.3246230185031891,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
45385,acute venous embolism and thrombosis of subclavian veins,Seguranca/Protecao,0.31056922674179077,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
45385,acute venous embolism and thrombosis of subclavian veins,Atividade/Repouso,0.29586273431777954,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
5262,other cysts of jaws,Crescimento/Desenvolvimento,0.26200416684150696,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
5262,other cysts of jaws,Percepcao/Cognicao,0.2549208700656891,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
5262,other cysts of jaws,Eliminacao e Troca,0.23500609397888184,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
570,acute and subacute necrosis of liver,Percepcao/Cognicao,0.31896382570266724,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
570,acute and subacute necrosis of liver,Eliminacao e Troca,0.27828073501586914,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
570,acute and subacute necrosis of liver,Seguranca/Protecao,0.26043465733528137,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V4579,other acquired absence of organ,Crescimento/Desenvolvimento,0.3250190317630768,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V4579,other acquired absence of organ,Percepcao/Cognicao,0.19441887736320496,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V4579,other acquired absence of organ,Eliminacao e Troca,0.18817439675331116,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V8521,"body mass index 25.0-25.9, adult",Autopercepcao,0.2601318955421448,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V8521,"body mass index 25.0-25.9, adult",Atividade/Repouso,0.25582078099250793,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V8521,"body mass index 25.0-25.9, adult",Nutricao,0.18550366163253784,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V8536,"body mass index 36.0-36.9, adult",Atividade/Repouso,0.28759336471557617,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V8536,"body mass index 36.0-36.9, adult",Enfrentamento/Tolerancia ao Estresse,0.23433838784694672,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V8536,"body mass index 36.0-36.9, adult",Autopercepcao,0.2340470850467682,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
2555,other adrenal hypofunction,Atividade/Repouso,0.3357082009315491,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
2555,other adrenal hypofunction,Crescimento/Desenvolvimento,0.3278089165687561,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
2555,other adrenal hypofunction,Eliminacao e Troca,0.31806713342666626,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
2875,"thrombocytopenia, unspecified",Seguranca/Protecao,0.2631685733795166,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
2875,"thrombocytopenia, unspecified",Conforto,0.25589364767074585,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
2875,"thrombocytopenia, unspecified",Crescimento/Desenvolvimento,0.24580323696136475,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
73730,"scoliosis [and kyphoscoliosis], idiopathic",Atividade/Repouso,0.3642216920852661,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
73730,"scoliosis [and kyphoscoliosis], idiopathic",Autopercepcao,0.2997356057167053,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
73730,"scoliosis [and kyphoscoliosis], idiopathic",Percepcao/Cognicao,0.28988999128341675,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78094,early satiety,Crescimento/Desenvolvimento,0.29493236541748047,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
78094,early satiety,Nutricao,0.23990613222122192,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78094,early satiety,Autopercepcao,0.2191833257675171,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78469,other symbolic dysfunction,Percepcao/Cognicao,0.29432082176208496,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
78469,other symbolic dysfunction,Principios Vitais,0.2660275101661682,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
78469,other symbolic dysfunction,Nutricao,0.23118796944618225,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V103,person boarding or alighting a pedal cycle injured in collision with pedestrian or animal,Atividade/Repouso,0.29351383447647095,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V103,person boarding or alighting a pedal cycle injured in collision with pedestrian or animal,Seguranca/Protecao,0.1729528158903122,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V103,person boarding or alighting a pedal cycle injured in collision with pedestrian or animal,Conforto,0.14380091428756714,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V8535,"body mass index 35.0-35.9, adult",Autopercepcao,0.2671821713447571,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V8535,"body mass index 35.0-35.9, adult",Enfrentamento/Tolerancia ao Estresse,0.2344670295715332,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V8535,"body mass index 35.0-35.9, adult",Atividade/Repouso,0.20817118883132935,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M549,"dorsalgia, unspecified",Nutricao,0.10922808945178986,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
M549,"dorsalgia, unspecified",Conforto,0.1069808378815651,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M549,"dorsalgia, unspecified",Autopercepcao,0.09305060654878616,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Y9289,other specified places as the place of occurrence of the external cause,Seguranca/Protecao,0.31082743406295776,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Y9289,other specified places as the place of occurrence of the external cause,Percepcao/Cognicao,0.26351016759872437,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Y9289,other specified places as the place of occurrence of the external cause,Atividade/Repouso,0.25315284729003906,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6837,"body mass index (bmi) 37.0-37.9, adult",Autopercepcao,0.31047487258911133,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z6837,"body mass index (bmi) 37.0-37.9, adult",Atividade/Repouso,0.2628985643386841,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6837,"body mass index (bmi) 37.0-37.9, adult",Promocao da Saude,0.2068016529083252,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z7984,long term (current) use of oral hypoglycemic drugs,Atividade/Repouso,0.3765486478805542,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z7984,long term (current) use of oral hypoglycemic drugs,Nutricao,0.3585498332977295,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z7984,long term (current) use of oral hypoglycemic drugs,Percepcao/Cognicao,0.29363131523132324,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F1021,"alcohol dependence, in remission",Enfrentamento/Tolerancia ao Estresse,0.2504078447818756,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
F1021,"alcohol dependence, in remission",Eliminacao e Troca,0.17994102835655212,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F1021,"alcohol dependence, in remission",Papeis e Relacionamentos,0.15544039011001587,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F5001,"anorexia nervosa, restricting type",Nutricao,0.3690396547317505,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
F5001,"anorexia nervosa, restricting type",Eliminacao e Troca,0.3375658392906189,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F5001,"anorexia nervosa, restricting type",Enfrentamento/Tolerancia ao Estresse,0.2293396145105362,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I447,"left bundle-branch block, unspecified",Atividade/Repouso,0.21664515137672424,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I447,"left bundle-branch block, unspecified",Seguranca/Protecao,0.1902533322572708,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I447,"left bundle-branch block, unspecified",Percepcao/Cognicao,0.15886113047599792,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
J60,coalworker's pneumoconiosis,Atividade/Repouso,0.23234978318214417,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
J60,coalworker's pneumoconiosis,Conforto,0.1772514283657074,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
J60,coalworker's pneumoconiosis,Percepcao/Cognicao,0.1530456244945526,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V8609XS,"driver of other special all-terrain or other off-road motor vehicle injured in traffic accident, sequela",Percepcao/Cognicao,0.2668610215187073,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V8609XS,"driver of other special all-terrain or other off-road motor vehicle injured in traffic accident, sequela",Atividade/Repouso,0.16927148401737213,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V8609XS,"driver of other special all-terrain or other off-road motor vehicle injured in traffic accident, sequela",Seguranca/Protecao,0.16588062047958374,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
B9689,other specified bacterial agents as the cause of diseases classified elsewhere,Seguranca/Protecao,0.396183043718338,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
B9689,other specified bacterial agents as the cause of diseases classified elsewhere,Atividade/Repouso,0.2980771064758301,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
B9689,other specified bacterial agents as the cause of diseases classified elsewhere,Percepcao/Cognicao,0.2968011796474457,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E042,nontoxic multinodular goiter,Nutricao,0.23396915197372437,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
E042,nontoxic multinodular goiter,Eliminacao e Troca,0.21893425285816193,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E042,nontoxic multinodular goiter,Percepcao/Cognicao,0.2173016369342804,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F1290,"cannabis use, unspecified, uncomplicated",Enfrentamento/Tolerancia ao Estresse,0.17340877652168274,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
F1290,"cannabis use, unspecified, uncomplicated",Seguranca/Protecao,0.1549217402935028,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F1290,"cannabis use, unspecified, uncomplicated",Promocao da Saude,0.115773506462574,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I739,"peripheral vascular disease, unspecified",Atividade/Repouso,0.24994653463363647,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I739,"peripheral vascular disease, unspecified",Percepcao/Cognicao,0.23283523321151733,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I739,"peripheral vascular disease, unspecified",Eliminacao e Troca,0.19859418272972107,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
K5660,unspecified intestinal obstruction,Eliminacao e Troca,0.4108430743217468,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
K5660,unspecified intestinal obstruction,Nutricao,0.3661496043205261,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
K5660,unspecified intestinal obstruction,Seguranca/Protecao,0.274808794260025,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M7989,other specified soft tissue disorders,Percepcao/Cognicao,0.34374260902404785,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
M7989,other specified soft tissue disorders,Sexualidade,0.2979242503643036,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M7989,other specified soft tissue disorders,Enfrentamento/Tolerancia ao Estresse,0.2839444875717163,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Y92238,other place in hospital as the place of occurrence of the external cause,Seguranca/Protecao,0.34219616651535034,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Y92238,other place in hospital as the place of occurrence of the external cause,Atividade/Repouso,0.2436980903148651,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Y92238,other place in hospital as the place of occurrence of the external cause,Percepcao/Cognicao,0.2300111949443817,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z955,presence of coronary angioplasty implant and graft,Atividade/Repouso,0.3576280176639557,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z955,presence of coronary angioplasty implant and graft,Sexualidade,0.22313930094242096,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z955,presence of coronary angioplasty implant and graft,Enfrentamento/Tolerancia ao Estresse,0.22262531518936157,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
B9620,unspecified escherichia coli [e. coli] as the cause of diseases classified elsewhere,Eliminacao e Troca,0.30894413590431213,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
B9620,unspecified escherichia coli [e. coli] as the cause of diseases classified elsewhere,Seguranca/Protecao,0.2945703864097595,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
B9620,unspecified escherichia coli [e. coli] as the cause of diseases classified elsewhere,Nutricao,0.2206924557685852,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
B965,pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere,Seguranca/Protecao,0.23015540838241577,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
B965,pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere,Conforto,0.220467671751976,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
B965,pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere,Percepcao/Cognicao,0.16829174757003784,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M1990,"unspecified osteoarthritis, unspecified site",Seguranca/Protecao,0.20745740830898285,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
M1990,"unspecified osteoarthritis, unspecified site",Conforto,0.16914813220500946,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M1990,"unspecified osteoarthritis, unspecified site",Eliminacao e Troca,0.16831471025943756,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M5030,"other cervical disc degeneration, unspecified cervical region",Percepcao/Cognicao,0.4158448278903961,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
M5030,"other cervical disc degeneration, unspecified cervical region",Conforto,0.3122134208679199,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M5030,"other cervical disc degeneration, unspecified cervical region",Atividade/Repouso,0.291271448135376,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R600,localized edema,Percepcao/Cognicao,0.27861738204956055,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
R600,localized edema,Nutricao,0.2671900987625122,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R600,localized edema,Autopercepcao,0.22053050994873047,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z95820,peripheral vascular angioplasty status with implants and grafts,Sexualidade,0.25380343198776245,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z95820,peripheral vascular angioplasty status with implants and grafts,Atividade/Repouso,0.235142320394516,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z95820,peripheral vascular angioplasty status with implants and grafts,Percepcao/Cognicao,0.20132510364055634,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
G935,compression of brain,Percepcao/Cognicao,0.34257322549819946,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
G935,compression of brain,Crescimento/Desenvolvimento,0.25574761629104614,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
G935,compression of brain,Conforto,0.25203579664230347,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I9581,postprocedural hypotension,Atividade/Repouso,0.3251959979534149,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I9581,postprocedural hypotension,Seguranca/Protecao,0.32186567783355713,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I9581,postprocedural hypotension,Nutricao,0.2784402370452881,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I959,"hypotension, unspecified",Seguranca/Protecao,0.3223608136177063,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I959,"hypotension, unspecified",Nutricao,0.2781200408935547,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I959,"hypotension, unspecified",Atividade/Repouso,0.2696291506290436,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
K209,"esophagitis, unspecified",Seguranca/Protecao,0.2831224203109741,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
K209,"esophagitis, unspecified",Eliminacao e Troca,0.27290481328964233,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
K209,"esophagitis, unspecified",Nutricao,0.26207271218299866,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
C7B8,other secondary neuroendocrine tumors,Percepcao/Cognicao,0.3738590180873871,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
C7B8,other secondary neuroendocrine tumors,Nutricao,0.36536937952041626,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
C7B8,other secondary neuroendocrine tumors,Crescimento/Desenvolvimento,0.3106398582458496,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I701,atherosclerosis of renal artery,Eliminacao e Troca,0.44725409150123596,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I701,atherosclerosis of renal artery,Atividade/Repouso,0.28168925642967224,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I701,atherosclerosis of renal artery,Sexualidade,0.2316480427980423,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
L570,actinic keratosis,Eliminacao e Troca,0.11026991903781891,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
L570,actinic keratosis,Papeis e Relacionamentos,0.09038440883159637,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
L570,actinic keratosis,Percepcao/Cognicao,0.07627508044242859,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M1712,"unilateral primary osteoarthritis, left knee",Eliminacao e Troca,0.20678424835205078,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
M1712,"unilateral primary osteoarthritis, left knee",Conforto,0.18994572758674622,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M1712,"unilateral primary osteoarthritis, left knee",Autopercepcao,0.17431512475013733,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M719,"bursopathy, unspecified",Seguranca/Protecao,0.19072777032852173,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
M719,"bursopathy, unspecified",Eliminacao e Troca,0.1636182963848114,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M719,"bursopathy, unspecified",Autopercepcao,0.15324227511882782,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R55,syncope and collapse,Atividade/Repouso,0.42675769329071045,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
R55,syncope and collapse,Conforto,0.3130585253238678,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R55,syncope and collapse,Percepcao/Cognicao,0.31151115894317627,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Y040XXA,"assault by unarmed brawl or fight, initial encounter",Seguranca/Protecao,0.1630043387413025,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Y040XXA,"assault by unarmed brawl or fight, initial encounter",Autopercepcao,0.12238705158233643,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Y040XXA,"assault by unarmed brawl or fight, initial encounter",Crescimento/Desenvolvimento,0.10714751482009888,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Y929,unspecified place or not applicable,Seguranca/Protecao,0.15129157900810242,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Y929,unspecified place or not applicable,Principios Vitais,0.14386987686157227,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Y929,unspecified place or not applicable,Conforto,0.13955776393413544,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E59,dietary selenium deficiency,Seguranca/Protecao,0.3461133539676666,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
E59,dietary selenium deficiency,Nutricao,0.33371832966804504,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E59,dietary selenium deficiency,Percepcao/Cognicao,0.27102482318878174,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R2240,"localized swelling, mass and lump, unspecified lower limb",Autopercepcao,0.25780606269836426,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
R2240,"localized swelling, mass and lump, unspecified lower limb",Crescimento/Desenvolvimento,0.20941734313964844,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R2240,"localized swelling, mass and lump, unspecified lower limb",Conforto,0.20564024150371552,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R578,other shock,Seguranca/Protecao,0.22945423424243927,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
R578,other shock,Enfrentamento/Tolerancia ao Estresse,0.22794125974178314,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R578,other shock,Principios Vitais,0.2015003263950348,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R748,abnormal levels of other serum enzymes,Eliminacao e Troca,0.34948548674583435,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
R748,abnormal levels of other serum enzymes,Atividade/Repouso,0.3396645784378052,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R748,abnormal levels of other serum enzymes,Nutricao,0.3181859850883484,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6826,"body mass index (bmi) 26.0-26.9, adult",Autopercepcao,0.34174591302871704,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z6826,"body mass index (bmi) 26.0-26.9, adult",Atividade/Repouso,0.22765938937664032,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6826,"body mass index (bmi) 26.0-26.9, adult",Nutricao,0.2028600573539734,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E781,pure hyperglyceridemia,Nutricao,0.22134755551815033,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
E781,pure hyperglyceridemia,Autopercepcao,0.15436691045761108,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E781,pure hyperglyceridemia,Atividade/Repouso,0.14433017373085022,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I495,sick sinus syndrome,Atividade/Repouso,0.3206043243408203,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I495,sick sinus syndrome,Percepcao/Cognicao,0.3167673349380493,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I495,sick sinus syndrome,Principios Vitais,0.28501394391059875,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
K219,gastro-esophageal reflux disease without esophagitis,Eliminacao e Troca,0.33061909675598145,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
K219,gastro-esophageal reflux disease without esophagitis,Atividade/Repouso,0.31655073165893555,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
K219,gastro-esophageal reflux disease without esophagitis,Nutricao,0.2703845500946045,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z1611,resistance to penicillins,Seguranca/Protecao,0.27166450023651123,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z1611,resistance to penicillins,Percepcao/Cognicao,0.2402334064245224,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z1611,resistance to penicillins,Enfrentamento/Tolerancia ao Estresse,0.2306801974773407,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z1639,resistance to other specified antimicrobial drug,Seguranca/Protecao,0.347159206867218,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z1639,resistance to other specified antimicrobial drug,Enfrentamento/Tolerancia ao Estresse,0.2727969288825989,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z1639,resistance to other specified antimicrobial drug,Atividade/Repouso,0.2598613500595093,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z66,do not resuscitate,Atividade/Repouso,0.22092457115650177,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z66,do not resuscitate,Crescimento/Desenvolvimento,0.21748897433280945,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z66,do not resuscitate,Conforto,0.1967432200908661,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6834,"body mass index (bmi) 34.0-34.9, adult",Autopercepcao,0.2986751198768616,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z6834,"body mass index (bmi) 34.0-34.9, adult",Nutricao,0.2328854501247406,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6834,"body mass index (bmi) 34.0-34.9, adult",Atividade/Repouso,0.17956072092056274,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6835,"body mass index (bmi) 35.0-35.9, adult",Autopercepcao,0.31528475880622864,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z6835,"body mass index (bmi) 35.0-35.9, adult",Enfrentamento/Tolerancia ao Estresse,0.23706373572349548,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6835,"body mass index (bmi) 35.0-35.9, adult",Seguranca/Protecao,0.17244510352611542,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E039,"hypothyroidism, unspecified",Seguranca/Protecao,0.2987312078475952,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
E039,"hypothyroidism, unspecified",Nutricao,0.29187291860580444,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E039,"hypothyroidism, unspecified",Percepcao/Cognicao,0.26649248600006104,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E5112,wet beriberi,Nutricao,0.1346498280763626,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
E5112,wet beriberi,Crescimento/Desenvolvimento,0.09653172641992569,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E5112,wet beriberi,Eliminacao e Troca,0.07645371556282043,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F10229,"alcohol dependence with intoxication, unspecified",Enfrentamento/Tolerancia ao Estresse,0.2569374144077301,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
F10229,"alcohol dependence with intoxication, unspecified",Eliminacao e Troca,0.19569507241249084,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
